Temperature threshold,global_slope_up,global_slope_down,Northern_slope_up,Northern_slope_down,Southern_slope_up,Southern_slope_down,global_ave_freq_up,global_ave_freq_down,Northern_ave_freq_up,Northern_ave_freq_down,Southern_ave_freq_up,Southern_ave_freq_down,global_d_freq_up,global_d_freq_down,Northern_d_freq_up,Northern_d_freq_down,Southern_d_freq_up,Southern_d_freq_down,global_rel_slope_up,global_rel_slope_down,Northern_rel_slope_up,Northern_rel_slope_down,Southern_rel_slope_up,Southern_rel_slope_down,global_h_up,global_h_down,Northern_h_up,Northern_h_down,Southern_h_up,Southern_h_down,global_trend_up,global_trend_down,Northern_trend_up,Northern_trend_down,Southern_trend_up,Southern_trend_down,global_std_freq_up,global_std_freq_down,Northern_std_freq_up,Northern_std_freq_down,Southern_std_freq_up,Southern_std_freq_down
11,-2.3875963597646876e-05,-2.8789903741229406e-05,-2.9763666569307688e-05,-3.957891328654617e-05,1.4424993130631602e-06,1.2574426447934288e-05,0.0035934569900016437,0.006311856520910755,0.004405992589805579,0.007221046105459172,0.0003163210602213274,0.002644893676175523,-0.0009126371996440097,-0.0011152416054745701,-0.0011521061406122202,-0.00152929453005648,5.3194046030290046e-05,0.00055472549049687,-0.006644288122573565,-0.004561241790882032,-0.006755269320736887,-0.005481049796458739,0.0045602379811633615,0.004754227574893189,True,True,True,True,True,True,decreasing,decreasing,decreasing,decreasing,increasing,increasing,0.0005457843991554342,0.0007440240066155542,0.0006863945200764759,0.0009475269568730898,6.022044574107558e-05,0.00039438943079483425
12,-1.8074153580232265e-05,-2.261846010702962e-05,-2.2930361599033413e-05,-3.08638006431393e-05,8.181339387499985e-07,8.6256707508138e-06,0.0024179110857941374,0.0044326493779039315,0.0029815908538080235,0.005108661182043906,0.0001444658101726324,0.0017061441357492254,-0.0007051066103712905,-0.0008737966458471393,-0.0008868078578537397,-0.0011922537130831107,2.7734740523694762e-05,0.00041061119718562,-0.007475110927950438,-0.00510269551654122,-0.007690646612276547,-0.006041465570592237,0.005663166515124598,0.005055651846803656,True,True,True,True,True,True,decreasing,decreasing,decreasing,decreasing,increasing,increasing,0.00042550755512392094,0.0006013183682382837,0.0005338524097514242,0.000764112285277754,3.0829170870117906e-05,0.00028795193365753556
13,-1.3862346764254544e-05,-1.8080034741081085e-05,-1.7465821342771424e-05,-2.353347442188809e-05,3.7497805526153844e-07,6.162452836075859e-06,0.0016364343594257801,0.0031147110973955075,0.002026166495326539,0.003616395598828247,6.455838764248459e-05,0.0010913064546255492,-0.0005467718208897103,-0.0006854638475636199,-0.0006855007511743195,-0.0009285515964831009,1.2752662770294195e-05,0.0002949628516058498,-0.00847106801712401,-0.005804722870188328,-0.008620131357939868,-0.006507439183233494,0.0058083553346795925,0.005646858231210893,True,True,True,True,True,True,decreasing,decreasing,decreasing,decreasing,increasing,increasing,0.0003299397403406087,0.0004827684096240721,0.0004131987521044033,0.0006125460638450143,1.5882154528079377e-05,0.0002061720923158677
14,-1.0706559904390474e-05,-1.4024609374551277e-05,-1.3403110890954763e-05,-1.846406664064762e-05,1.665958222056392e-07,4.3010469923000015e-06,0.0011110206081432431,0.002188146028842602,0.001379486148798212,0.002559145638820029,2.8239657498653743e-05,0.0006918224805760353,-0.0004213629141387201,-0.0005371795288581398,-0.0005269579659340695,-0.0007217308070211091,4.525303348724478e-06,0.00020715662662925001,-0.009636688847998474,-0.006409357140560428,-0.009716017013024275,-0.0072149339062864085,0.005899357037654626,0.0062169806750408015,True,True,True,True,False,True,decreasing,decreasing,decreasing,decreasing,no trend,increasing,0.00025300532334504366,0.00038460813934576544,0.0003163318628726411,0.0004874039031537306,8.336270716586602e-06,0.00014587865426702
15,-8.082692253813156e-06,-1.1153781844178048e-05,-1.0080405987300005e-05,-1.4414235475011107e-05,7.51961340765119e-08,2.76631538041e-06,0.0007555092801862234,0.0015346631413137388,0.0009398967335756353,0.0018079434927000728,1.1833866273400911e-05,0.0004324629932251804,-0.0003209597981169098,-0.0004188342957457498,-0.0004008874633129101,-0.0005570518468745404,1.4061677072307708e-06,0.00013862768258446004,-0.010698336163151927,-0.007267902345416286,-0.010725014384241198,-0.007972724553179574,0.006354316699144297,0.006396652254056797,True,True,True,True,False,True,decreasing,decreasing,decreasing,decreasing,no trend,increasing,0.00019137452709768664,0.0003030879028671827,0.0002390337418774067,0.00038330493428760556,4.490456321299021e-06,0.00010018272040748975
16,-6.0150124457692314e-06,-8.66230638224878e-06,-7.537099135990625e-06,-1.1327008457634785e-05,4.602003405482525e-08,1.7861415516275858e-06,0.0005125727546253078,0.0010725514020336684,0.0006384764069617884,0.0012724269996169958,4.775455821419008e-06,0.000266408874266702,-0.00024163188842789003,-0.0003270360000487398,-0.00030166652932115995,-0.0004312526544661499,5.011070374858744e-07,9.329283570337995e-05,-0.011734943754796768,-0.008076355469606538,-0.011804820121476635,-0.00890189257304682,0.009636783539785858,0.006704512214707529,True,True,True,True,False,True,decreasing,decreasing,decreasing,decreasing,no trend,increasing,0.00014337974069476638,0.00023744553932346387,0.00017897712272342572,0.0002997773654342403,2.5462997425935217e-06,6.966966751343338e-05
17,-4.5490523296777775e-06,-6.736983630959525e-06,-5.674130514862963e-06,-8.800609691387099e-06,1.2783342793007001e-08,1.3240851903526321e-06,0.00034778418058049805,0.0007484749486323688,0.00043353328602676667,0.0008938679641031803,1.9390576440529835e-06,0.00016207273431286827,-0.00018256238748713002,-0.00025502269559456994,-0.00022785493778249997,-0.00033390300025989994,1.124934165784617e-07,6.311903337473913e-05,-0.013080101349304629,-0.009000947384103505,-0.013088108105527652,-0.00984553652755278,0.006592554291623578,0.008169697364373412,True,True,True,True,False,True,decreasing,decreasing,decreasing,decreasing,no trend,increasing,0.00010609262211315049,0.0001851816078021852,0.00013238213882586422,0.00023350812526575773,1.5043240750591838e-06,4.83213182926164e-05
18,-3.3993068513767443e-06,-5.3037237436187465e-06,-4.238595543606977e-06,-6.902291194824489e-06,2.1305571321678315e-09,8.542280831091733e-07,0.0002348520143011923,0.0005198570815378,0.0002928872549951275,0.0006246816971131999,7.830424095167426e-07,9.707620386251539e-05,-0.00013685626394346933,-0.0002016403002239,-0.00017077329749672003,-0.00026209961141784,-6.136004540643359e-08,4.2205484565360825e-05,-0.01447425035502234,-0.010202272762986495,-0.014471765060850773,-0.011049293146768328,0.002720870678617155,0.00879956208752227,True,True,True,True,False,True,decreasing,decreasing,decreasing,decreasing,no trend,increasing,7.785702897642548e-05,0.0001441105598997848,9.714232882817221e-05,0.00018148628399976347,8.989875003995227e-07,3.275429482920806e-05
19,-2.5296343103799964e-06,-4.237299093099999e-06,-3.154298174980002e-06,-5.345909956283333e-06,0.0,5.259432463408594e-07,0.00015771699218646566,0.00035908815398084313,0.00019674489891924825,0.00043395290453437447,3.088054572742084e-07,5.714204359229999e-05,-0.0001008826290316407,-0.00015698971485231998,-0.00012591456263907387,-0.0002030959791572899,7.670005675804196e-08,2.8967054768949164e-05,-0.016039072742328613,-0.011800163960090015,-0.016032426722660028,-0.012319101682288362,0.0,0.00920413785151589,True,True,True,True,False,True,decreasing,decreasing,decreasing,decreasing,no trend,increasing,5.670011164141156e-05,0.00011119686527923955,7.074858195259907e-05,0.00013986341011489834,5.202514118897267e-07,2.246809958398948e-05
20,-1.7660576886391308e-06,-3.1450663736263166e-06,-2.204753327116129e-06,-3.985253619808571e-06,0.0,3.730842266996115e-07,0.00010520043731456884,0.0002457655567031569,0.00013125358667548593,0.0002984539121284039,1.2231904476445915e-07,3.326175663984371e-05,-7.433061202923448e-05,-0.00012170080826388001,-9.278428936370411e-05,-0.00015680082153745,9.715340522685321e-08,1.986531470033288e-05,-0.01678755082888382,-0.012797018491183544,-0.01679766155699201,-0.01335299507849639,0.0,0.011216612241480357,True,True,True,True,False,True,decreasing,decreasing,decreasing,decreasing,no trend,increasing,4.14919254823911e-05,8.505184154214003e-05,5.177295035095407e-05,0.00010686266526574917,3.07494587765633e-07,1.5077722995715815e-05
