Temperature threshold,global_slope_up,global_slope_down,Northern_slope_up,Northern_slope_down,Southern_slope_up,Southern_slope_down,global_ave_freq_up,global_ave_freq_down,Northern_ave_freq_up,Northern_ave_freq_down,Southern_ave_freq_up,Southern_ave_freq_down,global_d_freq_up,global_d_freq_down,Northern_d_freq_up,Northern_d_freq_down,Southern_d_freq_up,Southern_d_freq_down,global_rel_slope_up,global_rel_slope_down,Northern_rel_slope_up,Northern_rel_slope_down,Southern_rel_slope_up,Southern_rel_slope_down,global_h_up,global_h_down,Northern_h_up,Northern_h_down,Southern_h_up,Southern_h_down,global_trend_up,global_trend_down,Northern_trend_up,Northern_trend_down,Southern_trend_up,Southern_trend_down,global_std_freq_up,global_std_freq_down,Northern_std_freq_up,Northern_std_freq_down,Southern_std_freq_up,Southern_std_freq_down
11,-2.1692001099339226e-06,-5.960994482712481e-06,-2.9125901242767604e-06,-7.3691881123896485e-06,-6.006805605191754e-08,-9.598261231190307e-07,0.0016245962107497246,0.002537121724790411,0.002177839007197302,0.003324781870747813,5.576413540580912e-06,0.0002320987259079933,-2.336906264159967e-05,-0.00014431502936233017,-3.016641977505053e-05,-0.00018116817476033012,-3.477152907828176e-06,-3.646731336515998e-05,-0.0013352241594438241,-0.0023495106381641634,-0.0013373762315080496,-0.0022164425814593857,-0.010771808011509145,-0.004135421766595639,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,0.00021949754867532227,0.0003258066637066426,0.00029433191918438556,0.0004350816221740813,5.71932279523222e-06,8.81348880584505e-05
12,-1.4473302054732581e-06,-4.972357616799853e-06,-1.992926129549286e-06,-6.456230881943069e-06,0.0,-5.022592505064957e-07,0.0010678909903464933,0.0016671553532954665,0.0014320902944971823,0.0021999115694938927,2.0915125477182163e-06,0.00010808785770407952,-6.752533198089907e-06,-0.00011374443015929039,-8.636711850109908e-06,-0.00014743943902229993,-1.2386384693450922e-06,-1.5138742445619757e-05,-0.0013553164307563358,-0.0029825400536134753,-0.0013916204426544327,-0.0029347683659068065,0.0,-0.004646768482372642,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,0.00017083679875718401,0.0002580947466299588,0.0002290448549215747,0.0003457068589138128,3.0905397490622035e-06,5.4549045033854354e-05
13,-8.773504204512221e-07,-3.7441311129970586e-06,-1.1716853954149523e-06,-5.015336487873263e-06,0.0,-2.920204098376625e-07,0.0006940782566051733,0.0010937097493166487,0.000931043673574331,0.0014509024406724332,6.183439042117407e-07,4.841455083099177e-05,2.78272941540991e-06,-8.913696447022013e-05,3.865376972480173e-06,-0.00011811244974354001,-3.8555011677000605e-07,-4.342576558724429e-06,-0.001264051152880738,-0.003423331569766473,-0.0012584644831072035,-0.003456701393064624,0.0,-0.006031666200045183,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,0.00012856225100606346,0.00020491273009011116,0.00017240359826804338,0.0002745834098563456,1.458459543925578e-06,3.2120812773908415e-05
14,-4.4124414797875214e-07,-2.602206260609368e-06,-5.78067397965417e-07,-3.324515282794351e-06,0.0,-1.3657630905688965e-07,0.0004453907767524823,0.0007119778923809243,0.0005975118911086,0.0009484639796504444,2.2077671364995227e-07,1.9920698844289352e-05,4.47708372334002e-06,-6.604023234351992e-05,6.177393482699987e-06,-8.839167861941994e-05,-4.987337287150209e-07,-6.305528152990026e-07,-0.0009906899087494248,-0.003654897558556676,-0.0009674575628827965,-0.0035051571320817037,0.0,-0.006855999888580307,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,9.615627356260085e-05,0.00015794399199280289,0.0001289905912612925,0.00021222203257195043,7.002230264246418e-07,2.0141162987622126e-05
15,-2.623402620033544e-07,-1.940010935045455e-06,-3.519857749362561e-07,-2.5329161770070647e-06,0.0,-3.7366457415191756e-08,0.0002828533682908,0.0004634898641089378,0.0003795009497565645,0.0006190909769350489,2.212538955279746e-08,8.135933157051651e-06,5.905769866860046e-06,-5.1588807906650144e-05,7.923857997689998e-06,-6.892355494770989e-05,0.0,-8.600884017060233e-07,-0.0009274779494004251,-0.004185659893070452,-0.0009274964269840213,-0.004091347267806816,0.0,-0.004592768486895096,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,7.064416883001389e-05,0.00012014954074535216,9.477208277412499e-05,0.0001616156090051494,1.484216252061564e-07,1.166265603469749e-05
16,-2.0371161714999043e-07,-1.0003205285476073e-06,-2.7332286267499264e-07,-1.4422146887500767e-06,0.0,0.0,0.000176977068102373,0.0002975463228241066,0.0002374527264191368,0.00039806466585674664,0.0,3.3876127651003573e-06,8.685656959239995e-06,-3.678380643661001e-05,1.1653673257330018e-05,-4.934562406405001e-05,0.0,-2.2674509799923915e-08,-0.0011510622214181599,-0.00336189847366705,-0.0011510622210862305,-0.003623066331813267,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,5.0675600267171715e-05,8.975229049113519e-05,6.799219568607576e-05,0.00012053672299778318,0.0,6.514289924288957e-06
17,-6.975202772745145e-08,-9.057630634830956e-07,-9.358731803476172e-08,-1.2260005581247626e-06,0.0,0.0,0.00010959683497481523,0.0001881692430786602,0.00014704767996619926,0.0002520358505055881,0.0,1.268839731851231e-06,6.004726742012983e-06,-2.6292946210184856e-05,8.056629887634936e-06,-3.5340586603973374e-05,0.0,1.8423344694763638e-07,-0.0006364419898027174,-0.004813555332762116,-0.0006364419898108826,-0.0048643895527774525,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,3.4872713201871544e-05,6.692254529516692e-05,4.678923047041626e-05,8.983581498555139e-05,0.0,3.407269257338564e-06
18,-1.0377740601877538e-07,-7.140008637237489e-07,-1.3923966683415948e-07,-9.216787698375929e-07,0.0,0.0,6.708095456494076e-05,0.00011832522062469557,9.000350001857823e-05,0.00015863926586702604,0.0,3.494642804213106e-07,1.2572189358201619e-06,-2.0711497640619466e-05,1.6868290746049728e-06,-2.7719196837748327e-05,0.0,-2.040390601303013e-07,-0.0015470472460004867,-0.006034223810901818,-0.001547047246000634,-0.005809903145985048,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,2.4824609367784458e-05,4.855778340921463e-05,3.330754227015816e-05,6.516842742350986e-05,0.0,1.1847183371124046e-06
19,-1.8401117640512087e-07,-4.2807785057866765e-07,-2.468904926355119e-07,-5.743583269259326e-07,0.0,0.0,4.0890782473891884e-05,7.423030142433208e-05,5.486376222607111e-05,9.958069106242807e-05,0.0,4.445941320656774e-08,-2.2056336658486306e-06,-1.4217321951567107e-05,-2.9593310198575037e-06,-1.9040897352469045e-05,0.0,-1.01523033851359e-07,-0.00450006493572504,-0.005766888216330848,-0.004500064935725283,-0.0057677680361332495,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,1.752183735757346e-05,3.5499906558542326e-05,2.3509306019354478e-05,4.762399839865336e-05,0.0,2.085034486625793e-07
20,-1.1034253361140389e-07,-3.0636121420306456e-07,-1.480481947574343e-07,-4.110493317671266e-07,0.0,0.0,2.480149446076054e-05,4.5808622939639446e-05,3.327652866059094e-05,6.14621008651241e-05,0.0,0.0,-2.8500747958522458e-06,-9.971102153347958e-06,-3.823987130253637e-06,-1.3378373916491783e-05,0.0,0.0,-0.004449027609444316,-0.006687850333478631,-0.004449027609444319,-0.006687850333478779,,,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,1.282095908745561e-05,2.6108424713886423e-05,1.7202068738437528e-05,3.503005613831185e-05,0.0,0.0
