Temperature threshold,global_slope_up,global_slope_down,Northern_slope_up,Northern_slope_down,Southern_slope_up,Southern_slope_down,global_ave_freq_up,global_ave_freq_down,Northern_ave_freq_up,Northern_ave_freq_down,Southern_ave_freq_up,Southern_ave_freq_down,global_d_freq_up,global_d_freq_down,Northern_d_freq_up,Northern_d_freq_down,Southern_d_freq_up,Southern_d_freq_down,global_rel_slope_up,global_rel_slope_down,Northern_rel_slope_up,Northern_rel_slope_down,Southern_rel_slope_up,Southern_rel_slope_down,global_h_up,global_h_down,Northern_h_up,Northern_h_down,Southern_h_up,Southern_h_down,global_trend_up,global_trend_down,Northern_trend_up,Northern_trend_down,Southern_trend_up,Southern_trend_down,global_std_freq_up,global_std_freq_down,Northern_std_freq_up,Northern_std_freq_down,Southern_std_freq_up,Southern_std_freq_down
11,-6.699432323494046e-06,-4.6583960233637835e-06,-8.985397055010711e-06,-5.273402766147064e-06,-7.933009348042147e-08,-1.562048126976925e-06,0.0016268230520070709,0.0022576659707607815,0.002176756660134422,0.0027885528841862244,2.067466676276834e-05,0.0007071457876986289,-0.0002908737993250203,-0.00017715115462813014,-0.0003888915628196799,-0.00021005743645661004,-4.600928862876558e-06,-8.104433256441996e-05,-0.004118107568754151,-0.0020633681349212217,-0.004127883111406597,-0.0018910893876362637,-0.00383706757601926,-0.002208947792873848,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,0.0002229364287186661,0.0003049380547930513,0.0002986481038688782,0.00042273972586375825,1.4505280053732987e-05,0.00018040727096655174
12,-5.023644080240077e-06,-3.1734371217104703e-06,-6.900636104387026e-06,-4.259701719626854e-06,-3.858161338433837e-09,-1.0788213640927448e-06,0.0010963407430375444,0.001438767641738171,0.0014691259840431045,0.0017995327163810558,7.575837537641194e-06,0.0003851091027313489,-0.00021849970791195977,-0.0001410505229860002,-0.0002926127842035099,-0.00016673798270700033,-2.0434010923985476e-06,-6.602715408812997e-05,-0.0045821922720134115,-0.0022056633952906046,-0.004697103025430227,-0.0023671154632816643,-0.0005092719213241089,-0.0028013395592088298,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,0.0001640347123042657,0.00023433158165450126,0.0002199451565578561,0.0003224914709134916,7.43306036303688e-06,0.00012259794011281627
13,-3.6413342691446435e-06,-2.3066131076619244e-06,-4.901583680609739e-06,-3.563843599515152e-06,0.0,-3.1516171878541777e-07,0.0007412035719843421,0.0009099843021981021,0.0009941116919145335,0.0011517907193128866,2.5544651871087775e-06,0.00020375907673292803,-0.00015850889090565992,-0.00010586865418134013,-0.00021243318405079993,-0.00012759449979110995,-1.0163953017004206e-06,-4.2415663986686264e-05,-0.0049127316796330365,-0.002534783404604026,-0.004930616670617673,-0.0030941763462386655,0.0,-0.0015467370771340306,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,0.00012250918311266007,0.00017550700644201767,0.0001643510688796282,0.0002394010562338856,4.0880486098582105e-06,8.008671978423955e-05
14,-2.6449647909692035e-06,-1.4944429036090634e-06,-3.5339128402863625e-06,-2.2086222236153027e-06,0.0,-1.053931134947928e-07,0.0005000144067112378,0.0005715521530695333,0.0006709067558628468,0.0007323495829472243,9.023928536297882e-07,0.0001019235860340922,-0.00011553748529612005,-7.730762272834001e-05,-0.00015496580858896008,-9.505000055047e-05,-3.8224318364848066e-07,-2.5488837572783534e-05,-0.00528977716535414,-0.002614709603634813,-0.005267368094604191,-0.0030158032107112753,0.0,-0.0010340404767502987,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,9.291619613003261e-05,0.00013186124375394264,0.00012469238134283936,0.0001786191254481749,1.7733137766376399e-06,5.1767717757932876e-05
15,-1.8885778781602972e-06,-1.1636619045516635e-06,-2.5352133050674486e-06,-1.6968674428430282e-06,0.0,-1.9484577141263582e-08,0.00033627048976402887,0.00035437572516415554,0.00045133421426025327,0.00045884088225099325,2.1280467526071837e-07,4.927245289708233e-05,-7.970167035370999e-05,-6.031210893723003e-05,-0.0001069386248851799,-7.498712326680003e-05,-1.5281228571543776e-07,-1.7451934144216366e-05,-0.0056162462530850365,-0.0032836953039394184,-0.0056171529322737454,-0.0036981609714428513,0.0,-0.000395445649559236,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,7.051275844210002e-05,9.499294265963624e-05,9.463794005276348e-05,0.00012869890167711013,5.888692224926232e-07,3.195054625434573e-05
16,-1.3912623760916664e-06,-8.285782627785721e-07,-1.8676205665082373e-06,-1.0390782059043878e-06,0.0,-4.8855086058401205e-08,0.00022619416681646663,0.00021848235613365025,0.0003036414160479578,0.00028583442258648886,0.0,2.177240573723978e-05,-5.6047052466619984e-05,-4.3287526098003765e-05,-7.523715848114e-05,-5.400753993557001e-05,0.0,-1.1978414124133548e-05,-0.006150743830721918,-0.00379242643406735,-0.00615074383072058,-0.0036352451762172895,,-0.002243899302998882,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,5.430812742572946e-05,6.800485026641559e-05,7.290283806407609e-05,9.153031392581186e-05,0.0,1.95892571927518e-05
17,-1.0885438049007955e-06,-3.089034045022436e-07,-1.4612533426595234e-06,-4.232455305635269e-07,0.0,0.0,0.00015170157994030722,0.00013358453825250337,0.00020364310538194326,0.00017626030470587327,0.0,8.944741074935587e-06,-3.872751363062017e-05,-2.920800528303762e-05,-5.198753462262539e-05,-3.713127391076449e-05,0.0,-6.067129867886664e-06,-0.0071755601051032205,-0.0023124188513370465,-0.007175560105110687,-0.0024012526885721633,,0.0,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,4.1781857759789316e-05,4.8619680458786556e-05,5.608766412438767e-05,6.486426337466475e-05,0.0,1.2235159767803437e-05
18,-7.355044077130222e-07,-1.0449768074444433e-07,-9.873358053880218e-07,-1.3426856072062584e-07,0.0,0.0,0.0001010420825578806,7.967194177199225e-05,0.00013563816193898944,0.00010576833553463002,0.0,3.4542309735848486e-06,-2.5059259612999547e-05,-1.6946624836127497e-05,-3.363936913628273e-05,-2.1774556533674395e-05,0.0,-2.846059630613047e-06,-0.007279188919049628,-0.001311599521993567,-0.007279188919060472,-0.0012694589551961366,,0.0,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,3.145602708208783e-05,3.326674121292906e-05,4.222634359178727e-05,4.4336623224277256e-05,0.0,6.435176422897438e-06
19,-5.388227378992284e-07,-7.994261998467665e-08,-7.233117521872193e-07,-1.103826172616609e-07,0.0,0.0,6.709228399078717e-05,4.628421926658094e-05,9.0064197514785e-05,6.17496754412791e-05,0.0,1.1154623567284979e-06,-1.700195979649787e-05,-1.0382477972758171e-05,-2.282330804924759e-05,-1.354022881018885e-05,0.0,-1.1598803108270866e-06,-0.00803106863932695,-0.0017272111586075392,-0.008031068639327852,-0.0017875821447293164,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,2.352166114298506e-05,2.2590960531951143e-05,3.157530805402869e-05,3.0114051324014683e-05,0.0,2.9733868662306405e-06
20,-3.692551834795073e-07,-7.170493815765751e-08,-4.956854916852573e-07,-1.01647120741409e-07,0.0,0.0,4.5005514922997755e-05,2.6644404261078525e-05,6.0415078220265555e-05,3.557756043038161e-05,0.0,5.540287240727765e-07,-1.0735549703944627e-05,-5.8694916416397775e-06,-1.4411324394595402e-05,-7.632980120382408e-06,0.0,-7.190077819963597e-07,-0.008204665230723057,-0.002691181887763288,-0.008204665230723565,-0.0028570570750715953,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,1.7684649714035094e-05,1.535719508795912e-05,2.3739746064436397e-05,2.0471870445233644e-05,0.0,2.1106213189347883e-06
