Temperature threshold,global_slope_up,global_slope_down,Northern_slope_up,Northern_slope_down,Southern_slope_up,Southern_slope_down,global_ave_freq_up,global_ave_freq_down,Northern_ave_freq_up,Northern_ave_freq_down,Southern_ave_freq_up,Southern_ave_freq_down,global_d_freq_up,global_d_freq_down,Northern_d_freq_up,Northern_d_freq_down,Southern_d_freq_up,Southern_d_freq_down,global_rel_slope_up,global_rel_slope_down,Northern_rel_slope_up,Northern_rel_slope_down,Southern_rel_slope_up,Southern_rel_slope_down,global_h_up,global_h_down,Northern_h_up,Northern_h_down,Southern_h_up,Southern_h_down,global_trend_up,global_trend_down,Northern_trend_up,Northern_trend_down,Southern_trend_up,Southern_trend_down,global_std_freq_up,global_std_freq_down,Northern_std_freq_up,Northern_std_freq_down,Southern_std_freq_up,Southern_std_freq_down
11,-5.561375239822514e-06,-5.974458859320459e-06,-7.519886119399986e-06,-8.504553255749514e-06,0.0,2.259423435820633e-07,0.0017797045983968622,0.0022076361242280296,0.0023869534589069487,0.0028568457217636005,2.6404715588465306e-06,0.00030777733221591777,-0.0002278929111854701,-0.00017399285633061014,-0.0003053210427098798,-0.00023940344619406955,-1.3058166875993928e-06,1.742588534319996e-05,-0.0031248867058230553,-0.002706269748783722,-0.0031504117063277585,-0.002976903229656884,0.0,0.0007341097603106,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,0.0002828572283495458,0.0002880273119842733,0.00037961846580662046,0.0003932841637218224,2.9000891991934525e-06,9.309231693189446e-05
12,-3.846154416044455e-06,-4.176779679622034e-06,-5.153978895158693e-06,-5.509421221701382e-06,0.0,-4.228719807365034e-08,0.0012059260521190777,0.0014511187046404,0.001617836926250369,0.0018959756906143225,5.025668311376954e-07,0.000149281117520875,-0.00016695836579013997,-0.0001299565340523801,-0.00022381940862389003,-0.00017603222827063982,-5.591742797507903e-07,4.8802168074361745e-06,-0.0031893783282033877,-0.002878317029658216,-0.003185722127819134,-0.002905850137728429,0.0,-0.0002832722502076462,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,0.00022354671623692592,0.00021987545703422757,0.0002999308694392255,0.0002990022614851168,9.264288219536451e-07,5.579678957567816e-05
13,-2.8426628674642867e-06,-2.826538943016663e-06,-3.7889092921019443e-06,-3.573972253120138e-06,0.0,-1.7710744733445359e-07,0.0008103826555090226,0.0009570179432395356,0.0010872397045627044,0.0012601781811082378,1.8314402339081777e-07,6.984430087553062e-05,-0.00011534486937714002,-9.251636494222993e-05,-0.00015465650498215004,-0.00012294571888170997,-3.025828550483541e-07,-3.4673492828759435e-06,-0.003507803194132697,-0.0029534858389893303,-0.003484888636978053,-0.002836084854268054,0.0,-0.0025357465836772625,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,0.00017317846305920406,0.00016901206738100018,0.00023235734954245188,0.00022895895135507287,3.7397795491544447e-07,3.48414926545414e-05
14,-1.6279754322737498e-06,-1.7309184882207226e-06,-2.184278500495415e-06,-2.0331101438810364e-06,0.0,-1.425589734122465e-07,0.0005392104629111334,0.0006331802772073134,0.00072345880131838,0.0008386228090150845,2.276919036568698e-08,3.1969509852913e-05,-7.798438173372006e-05,-6.125014045881005e-05,-0.00010459777552693,-8.095357574311988e-05,-1.0246135664559141e-07,-3.5896485317383784e-06,-0.0030191836847610547,-0.0027336898361001727,-0.0030192161551078527,-0.0024243439625364,0.0,-0.004459216737076649,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,0.0001310810770142213,0.00013069293446556993,0.00017585979980464848,0.00017620822385267646,1.5274037235092808e-07,2.154857006614514e-05
15,-1.2547362321367248e-06,-1.2585734994511325e-06,-1.6834979946975856e-06,-1.673120306703769e-06,0.0,-3.2743396756958376e-08,0.00035594659994896214,0.00042053628311226,0.00047757877064956,0.0005597353095280177,0.0,1.3181716606536228e-05,-5.1940081381330054e-05,-3.915024133448007e-05,-6.968876853179993e-05,-5.201015566531008e-05,0.0,-1.5167537848632855e-06,-0.003525068738728328,-0.0029927821926251314,-0.003525068738729408,-0.0029891276791428156,,-0.002484000963935333,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,9.671101963647485e-05,0.00010208707757721271,0.00012975859264527834,0.00013722155979248855,0.0,1.2238439176029497e-05
16,-8.31229745192549e-07,-7.422911951754726e-07,-1.115273133366257e-06,-9.851040462231254e-07,0.0,0.0,0.00023184263405466002,0.0002775888155911689,0.0003110666604818289,0.0003707400485518755,0.0,4.98935064340744e-06,-3.174127309715999e-05,-2.4910573038609948e-05,-4.258773138091001e-05,-3.316132516324006e-05,0.0,-7.65421728140934e-07,-0.003585318759778132,-0.00267406737405701,-0.003585318759775628,-0.0026571287619748087,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,6.913229345206186e-05,7.903872821278162e-05,9.275581147215052e-05,0.00010602604191552885,0.0,5.8988641784451885e-06
17,-5.56670241631169e-07,-4.0561066586176414e-07,-7.468926229233759e-07,-5.524292642704659e-07,0.0,0.0,0.00014993134330386964,0.00018277419536943997,0.00020116508101823336,0.00024461234925927337,0.0,1.8098954032068113e-06,-1.9049191216285034e-05,-1.4349697143820002e-05,-2.5558579079669973e-05,-1.9059966139419994e-05,0.0,-5.654801543779306e-07,-0.0037128343504730116,-0.0022191899958410796,-0.0037128343504888826,-0.0022583866511372507,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,4.82267693129163e-05,6.020024242431985e-05,6.470656329957352e-05,8.079773389549696e-05,0.0,2.673946707897408e-06
18,-4.114041736621407e-07,-2.8520359327762897e-07,-5.519870102037794e-07,-3.8481410970907674e-07,0.0,0.0,9.654826253688042e-05,0.0001193275420127817,0.00012954021905905186,0.0001599733551569391,0.0,3.8089403717838604e-07,-1.2648792670411627e-05,-9.80908447054422e-06,-1.697107053309385e-05,-1.3094055818082666e-05,0.0,-1.95884481167734e-07,-0.004261124569745506,-0.0023900902379023242,-0.004261124569753522,-0.002405488772374384,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,3.441675989392366e-05,4.6143203949064216e-05,4.617747123372985e-05,6.191499764961471e-05,0.0,9.467203079222761e-07
19,-3.1786056223425987e-07,-2.1601758682546175e-07,-4.264781755803099e-07,-2.898339626493937e-07,0.0,0.0,6.158580742477961e-05,7.725558537363756e-05,8.263058055225047e-05,0.00010363169097464126,0.0,6.806948456019083e-08,-9.728208989566645e-06,-6.852483826223329e-06,-1.305248059828435e-05,-9.194077993998e-06,0.0,0.0,-0.005161263211860819,-0.002796141997769068,-0.00516126321187628,-0.002796769597442121,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,2.4679918044094763e-05,3.457179858855871e-05,3.31134078002634e-05,4.637025778480467e-05,0.0,3.4217696415746746e-07
20,-1.7202098942861433e-07,-1.0613140990857763e-07,-2.3080308301586743e-07,-1.4239806835831342e-07,0.0,0.0,3.906499898687187e-05,5.011472534062448e-05,5.2414081759035905e-05,6.723966157576947e-05,0.0,0.0,-5.0425172263655955e-06,-3.941101936999269e-06,-6.7656192762963405e-06,-5.287834237898507e-06,0.0,0.0,-0.00440345562242107,-0.002117768962858994,-0.00440345562242113,-0.002117768962859089,,,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,1.7500332401335683e-05,2.6142475169861393e-05,2.348045250435306e-05,3.5075742134205766e-05,0.0,0.0
