Temperature threshold,global_slope_up,global_slope_down,Northern_slope_up,Northern_slope_down,Southern_slope_up,Southern_slope_down,global_ave_freq_up,global_ave_freq_down,Northern_ave_freq_up,Northern_ave_freq_down,Southern_ave_freq_up,Southern_ave_freq_down,global_d_freq_up,global_d_freq_down,Northern_d_freq_up,Northern_d_freq_down,Southern_d_freq_up,Southern_d_freq_down,global_rel_slope_up,global_rel_slope_down,Northern_rel_slope_up,Northern_rel_slope_down,Southern_rel_slope_up,Southern_rel_slope_down,global_h_up,global_h_down,Northern_h_up,Northern_h_down,Southern_h_up,Southern_h_down,global_trend_up,global_trend_down,Northern_trend_up,Northern_trend_down,Southern_trend_up,Southern_trend_down,global_std_freq_up,global_std_freq_down,Northern_std_freq_up,Northern_std_freq_down,Southern_std_freq_up,Southern_std_freq_down
11,-3.280591331844952e-06,-3.0378778818729436e-06,-4.410377687856052e-06,-4.276250643876788e-06,1.072901785820764e-07,1.6911646647639243e-06,0.0006905077573411755,0.0011709829721845686,0.000927041660539309,0.0013888875145773932,1.3836202633633049e-05,0.0005661553146148734,-0.0001317623040286599,-0.00010674067121507974,-0.00017960493091740012,-0.00016433517561183003,5.379046608471406e-06,6.0153740670819997e-05,-0.004750984035975186,-0.0025942972306467645,-0.00475747517677933,-0.003078903510179479,0.007754308130850539,0.0029871037524647056,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,0.00014277773326369382,0.0001655225376656646,0.00019344839364120268,0.0002336281376481518,7.84393134410635e-06,0.00015592172924948437
12,-2.228128445407145e-06,-2.5695359194658945e-06,-3.0646516434434197e-06,-3.6817563667413024e-06,0.0,9.55447761992467e-07,0.0004355383802593267,0.0006866436386811977,0.0005863200042116912,0.0008253754157254244,4.0245265123680475e-06,0.00029953026022028895,-9.788558884075011e-05,-8.631044991983981e-05,-0.00013222580519855998,-0.00012532064385215003,4.3617937642226275e-07,2.624533698524997e-05,-0.005115802754467886,-0.003742168098143419,-0.005226926629535439,-0.004460705148947764,0.0,0.003189820491892154,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,0.00010106075978653738,0.00011982331051974011,0.0001366054390214815,0.00017007434633943555,3.904483838605904e-06,9.70873608749086e-05
13,-1.3362213144623822e-06,-1.5649186377464001e-06,-1.804620187690253e-06,-2.3010004456794863e-06,0.0,5.029494985652119e-07,0.00027708476335687335,0.00039854299960403783,0.0003734091179573089,0.00048635946157318214,1.379308349780693e-06,0.00015225039799425505,-6.21290377902101e-05,-6.413093319373005e-05,-8.397127187339008e-05,-9.166841528150996e-05,4.134823426637376e-07,1.5211617397271573e-05,-0.004822427975736025,-0.0039265992359699825,-0.004832823037536463,-0.004731069563726903,0.0,0.003303436346906561,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,6.989452380355895e-05,8.55231395370002e-05,9.450943462945574e-05,0.00012136599662636286,1.7439277468944704e-06,5.832753212661927e-05
14,-8.680505623971477e-07,-1.1972864610700177e-06,-1.1685821946217858e-06,-1.5144104428249993e-06,0.0,4.296821961897644e-07,0.0001755511509903584,0.00023030714502349334,0.00023679772719615335,0.0002857356461210778,2.2562362160939818e-07,7.411387736461129e-05,-4.4486202033204694e-05,-4.635084284675001e-05,-5.995736962284998e-05,-6.616386141581994e-05,-2.030612594484595e-07,1.0728294821136345e-05,-0.004944715870560272,-0.005198650962165694,-0.0049349383900706995,-0.0053000403113277715,0.0,0.005797594343578815,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,4.981526417747453e-05,5.9579115687410985e-05,6.72244666223294e-05,8.445586445258435e-05,7.771296505247772e-07,3.496810845968136e-05
15,-5.622197017920168e-07,-8.145530469091522e-07,-7.586117908536364e-07,-1.0784266323311342e-06,0.0,5.426817474456466e-07,0.00011089365700399126,0.00013311078925515605,0.00014963053672097486,0.000167633943489584,0.0,3.546879505739575e-05,-2.953391380270446e-05,-3.123747734306743e-05,-3.985056939379697e-05,-4.544769669924528e-05,0.0,9.770182428849238e-06,-0.00506989955044752,-0.006119361559398164,-0.005069899550439132,-0.006433223545791861,,0.015300258905538707,False,True,False,False,False,False,no trend,decreasing,no trend,no trend,no trend,no trend,3.471472444036136e-05,4.11117140610759e-05,4.684111779221243e-05,5.726633734660084e-05,0.0,2.3199758405535468e-05
16,-3.6856735307910007e-07,-5.285273526051913e-07,-4.973136638228477e-07,-7.29032417277871e-07,0.0,1.5361436734272522e-07,6.978335759201486e-05,7.633138163800024e-05,9.415977011479353e-05,9.780111396431709e-05,0.0,1.538476994733006e-05,-1.9529661589336262e-05,-2.2616482499484243e-05,-2.6351676232349027e-05,-3.030589680396975e-05,0.0,-6.246164151093713e-07,-0.005281593861303033,-0.006924116153323671,-0.005281593861333295,-0.007454234289640706,,0.009984833563883359,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,2.4099177360884064e-05,2.9087876893328537e-05,3.251739495716372e-05,3.986410009679893e-05,0.0,1.4284106375624894e-05
17,-2.116249013950591e-07,-3.60698886611432e-07,-2.855487719926835e-07,-4.837424189622661e-07,0.0,0.0,4.395136746508109e-05,4.325046543631518e-05,5.930426393264262e-05,5.6253109441814875e-05,0.0,6.236292897047173e-06,-1.276864247744118e-05,-1.4421662465885516e-05,-1.7228927954167674e-05,-1.9376930811837965e-05,0.0,-2.441972993961757e-07,-0.004814978773144952,-0.008339768901274568,-0.004814978773145348,-0.008599389860619575,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,1.6929493580691953e-05,1.9883469082890182e-05,2.2843229083886946e-05,2.713703747904654e-05,0.0,7.334014996423081e-06
18,-1.3090076299119292e-07,-2.3307718908102089e-07,-1.7662643610764344e-07,-3.459394943645339e-07,0.0,0.0,2.7912868303300673e-05,2.468344770228308e-05,3.766326748061567e-05,3.261524883607102e-05,0.0,2.0453102890030244e-06,-9.210549364495797e-06,-8.950813912914324e-06,-1.2427937558728036e-05,-1.228004601430537e-05,0.0,6.000275720360847e-07,-0.004689620628336287,-0.009442651281630424,-0.004689620628336312,-0.01060667959650641,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,1.2847810477687932e-05,1.3484939582895637e-05,1.733575056864355e-05,1.8123730878907023e-05,0.0,3.769992771972339e-06
19,-5.920853327256713e-08,-1.794105511812601e-07,-7.989099513345014e-08,-2.4744480619961926e-07,0.0,0.0,1.77809248240067e-05,1.4583267769923189e-05,2.3992078507391994e-05,1.9490537134252845e-05,0.0,5.535813218009146e-07,-5.7513520894073626e-06,-6.77632613876302e-06,-7.760388855950458e-06,-9.141521760196496e-06,0.0,-5.57016643016548e-09,-0.0033298905348628123,-0.012302493104548205,-0.0033298905348628136,-0.012695638118908356,,0.0,False,True,False,True,False,False,no trend,decreasing,no trend,decreasing,no trend,no trend,9.367291411815079e-06,9.283130146576713e-06,1.2639432041828058e-05,1.2470832373751338e-05,0.0,2.0309897698779168e-06
20,-4.665959344683013e-08,-1.1108642801982336e-07,-6.29585153854268e-08,-1.516187107033378e-07,0.0,0.0,1.1006304890971846e-05,8.603613365172943e-06,1.4850978429646472e-05,1.154815047659428e-05,0.0,1.8020623213565914e-07,-4.22278107781109e-06,-4.978244244287778e-06,-5.697864207917139e-06,-6.7838967985105356e-06,0.0,1.9749109301829392e-07,-0.0042393513453460345,-0.012911601591663387,-0.0042393513453460405,-0.01312926351372349,,0.0,False,False,False,False,False,False,no trend,no trend,no trend,no trend,no trend,no trend,6.849785372630833e-06,6.950130718974895e-06,9.242521974844741e-06,9.34481300769866e-06,0.0,7.184366689984513e-07
