Temperature threshold,global_slope_up,global_slope_down,Northern_slope_up,Northern_slope_down,Southern_slope_up,Southern_slope_down,global_ave_freq_up,global_ave_freq_down,Northern_ave_freq_up,Northern_ave_freq_down,Southern_ave_freq_up,Southern_ave_freq_down,global_d_freq_up,global_d_freq_down,Northern_d_freq_up,Northern_d_freq_down,Southern_d_freq_up,Southern_d_freq_down,global_rel_slope_up,global_rel_slope_down,Northern_rel_slope_up,Northern_rel_slope_down,Southern_rel_slope_up,Southern_rel_slope_down,global_h_up,global_h_down,Northern_h_up,Northern_h_down,Southern_h_up,Southern_h_down,global_trend_up,global_trend_down,Northern_trend_up,Northern_trend_down,Southern_trend_up,Southern_trend_down,global_std_freq_up,global_std_freq_down,Northern_std_freq_up,Northern_std_freq_down,Southern_std_freq_up,Southern_std_freq_down
11,-1.6860438956645722e-05,-1.8019264588080176e-05,-2.2524260470857532e-05,-2.4961012146475347e-05,-3.169397872945551e-08,5.563339173732145e-07,0.0031847433116939778,0.004470493785495151,0.004271205793734415,0.005877402117458071,5.299713615143526e-06,0.0003532916150691822,-0.0006206222659948394,-0.0008056468365756006,-0.0008334054543826697,-0.0011008037587456297,2.0703324904574404e-06,5.8105756942159967e-05,-0.005294128068261045,-0.004030710130175108,-0.005273513279060255,-0.004246946465060107,-0.005980319132507914,0.0015747158824142267,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,0.0004432092128503839,0.0005892861082726212,0.0005947092388097471,0.0007924359877925504,5.123346050214493e-06,0.00011590147839286615
12,-1.2776863150122483e-05,-1.6051467969399294e-05,-1.710380793774023e-05,-2.238122870269441e-05,0.0,4.775502809880952e-07,0.002267720890733258,0.0031972374572068374,0.003042116893831282,0.004226820522212944,1.5143211296972654e-06,0.00018424682123362534,-0.00048104557364924035,-0.0006725051787869005,-0.0006456927072966399,-0.0009152168493018293,7.807974133974272e-07,3.777067496226719e-05,-0.005634230915424137,-0.0050204178401632195,-0.005622337515176634,-0.005295050637961974,0.0,0.002591905129166709,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,0.0003471701286670702,0.000489321535639999,0.00046573583845089704,0.0006581191890672911,2.3994976887955144e-06,7.565556119927258e-05
13,-9.529524181242421e-06,-1.357548934507405e-05,-1.2785902278610598e-05,-1.800552644712471e-05,0.0,9.440253768351738e-09,0.0016084700350529246,0.002292406897098813,0.0021579402664830974,0.0030442908043925463,4.903408304743127e-07,9.208013472968697e-05,-0.0003727175279724501,-0.0005521550088910402,-0.0005001358676994098,-0.000746339854260859,1.6182241435021067e-07,1.6111059805138132e-05,-0.005924589189458456,-0.00592193705325817,-0.005925049213455949,-0.0059145224960588175,0.0,0.00010252215416566028,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,0.00027164304770418475,0.00039799799119502604,0.00036441677834985966,0.0005349894010300041,1.2054989223502583e-06,4.777822536027102e-05
14,-7.394706091049793e-06,-1.090659507985899e-05,-9.921585554645193e-06,-1.4476386332044556e-05,0.0,-5.1621879987831444e-08,0.0011355723564451688,0.0016438666981282019,0.0015235602839673132,0.002189924604230209,1.5741788661980572e-07,4.5872894903934604e-05,-0.0002889476739392599,-0.00044864237513363007,-0.0003876853295459101,-0.00060448532925349,0.0,7.419284585528352e-06,-0.006511875750655301,-0.006634719890778155,-0.006512105663984381,-0.006610449649308005,0.0,-0.0011253242267778426,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,0.00021298130520167508,0.0003202661010161778,0.0002857257992671377,0.0004303693864093355,6.492424670885888e-07,2.8346303593831135e-05
15,-5.547470488895422e-06,-8.917698950701849e-06,-7.443122470283521e-06,-1.2069161275265789e-05,0.0,4.648234405047743e-08,0.0007967043995160111,0.0011782111933009978,0.0010689423350226756,0.0015733299784154685,2.234605453670468e-08,2.1928383190951904e-05,-0.00022288134262791017,-0.0003630947852828497,-0.0002990431644190601,-0.0004881065012458004,0.0,2.741777482468515e-06,-0.006963022285637493,-0.007568845892320124,-0.006963072025887747,-0.0076710934392929305,0.0,0.0021197342113967155,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,0.00016481886660873834,0.0002571455752988491,0.0002211290442952135,0.00034527675309766116,1.4990189091896774e-07,1.5854301848301455e-05
16,-4.361048138888256e-06,-7.091778976258566e-06,-5.8512822125897726e-06,-9.519615095942918e-06,0.0,4.146956815670901e-08,0.0005526845025988689,0.0008396904334647909,0.0007415448984372288,0.0011235598439855979,0.0,8.969819646872418e-06,-0.00017084865839692013,-0.00028657934693413,-0.00022923014928652008,-0.0003848672942646798,0.0,1.0522925142599923e-06,-0.007890664779601115,-0.008445706529007314,-0.007890664779598749,-0.008472726350003786,,0.004623233218648778,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,0.00012657422730612684,0.00020583564118216007,0.00016982649611331328,0.00027616809681956384,0.0,9.012000879374247e-06
17,-3.283544992349998e-06,-5.7171494283305555e-06,-4.4055804467432615e-06,-7.734426581583792e-06,0.0,0.0,0.0003798652347168089,0.0005955104143224245,0.0005096707535191221,0.0007979812437724667,0.0,2.996090879204644e-06,-0.0001289637996463801,-0.00022202857654044997,-0.00017303262034882997,-0.00029803328870038983,0.0,3.9299760066212953e-07,-0.008643973420726155,-0.009600418885764683,-0.008643973420731057,-0.00969249169945297,,0.0,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,9.6024735546118e-05,0.0001634021173125081,0.0001288377952216511,0.00021916312435010574,0.0,3.954845073599562e-06
18,-2.4606270417545005e-06,-4.3801173135553e-06,-3.301459370017215e-06,-5.86358548708684e-06,0.0,0.0,0.0002592686194262889,0.00042039686796146433,0.00034786450706756223,0.0005637791303206044,0.0,8.004035905726691e-07,-9.889873435666e-05,-0.00017053723976414008,-0.00013269388155309,-0.00022891249933864005,0.0,2.931831987866566e-07,-0.009490647372595227,-0.010419005581071082,-0.009490647372587528,-0.010400501139076208,,0.0,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,7.248821039355304e-05,0.00012712373734010722,9.725849442389211e-05,0.0001705541371258442,0.0,1.5108316331401508e-06
19,-1.8037798008869064e-06,-3.1259943447348426e-06,-2.4201577988122052e-06,-4.199823518885922e-06,0.0,0.0,0.0001753305211132796,0.00029536538541028004,0.00023524353018861556,0.0003962496774937755,0.0,1.35755382780238e-07,-7.684379355746461e-05,-0.00012528955989301,-0.00010310244419948998,-0.00016820452137037995,0.0,2.975650989114713e-07,-0.010287882505758933,-0.010583482354889524,-0.010287882505723964,-0.010598932333394505,,0.0,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,5.4529532259923106e-05,9.741707639300212e-05,7.316307273205435e-05,0.0001307430844945559,0.0,4.0783978336905404e-07
20,-1.4239544738987093e-06,-2.2106017825880403e-06,-1.9105405900846917e-06,-2.9659968149050985e-06,0.0,0.0,0.00011706624629837442,0.00020589751880745478,0.00015706949862633567,0.0002762478693345622,0.0,2.2971546572891888e-08,-5.863331766262097e-05,-9.37067749401895e-05,-7.866918176053997e-05,-0.00012572775349981995,0.0,0.0,-0.012163663899066032,-0.01073641778391359,-0.012163663899060498,-0.010736722864323695,,0.0,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,4.119329783133246e-05,7.37412945499896e-05,5.5269651515465345e-05,9.893534128973322e-05,0.0,1.5409781905586578e-07
