Temperature threshold,global_slope_up,global_slope_down,Northern_slope_up,Northern_slope_down,Southern_slope_up,Southern_slope_down,global_ave_freq_up,global_ave_freq_down,Northern_ave_freq_up,Northern_ave_freq_down,Southern_ave_freq_up,Southern_ave_freq_down,global_d_freq_up,global_d_freq_down,Northern_d_freq_up,Northern_d_freq_down,Southern_d_freq_up,Southern_d_freq_down,global_rel_slope_up,global_rel_slope_down,Northern_rel_slope_up,Northern_rel_slope_down,Southern_rel_slope_up,Southern_rel_slope_down,global_h_up,global_h_down,Northern_h_up,Northern_h_down,Southern_h_up,Southern_h_down,global_trend_up,global_trend_down,Northern_trend_up,Northern_trend_down,Southern_trend_up,Southern_trend_down,global_std_freq_up,global_std_freq_down,Northern_std_freq_up,Northern_std_freq_down,Southern_std_freq_up,Southern_std_freq_down
11,-1.1119964763334928e-05,-8.369545941012474e-06,-1.4848589647394085e-05,-1.1452451008794291e-05,6.90118529083035e-08,1.9232674502470763e-06,0.001893441914958744,0.0023887941198836296,0.0025291992491925093,0.002834941283831584,2.5477265098305602e-05,0.0010779368383160932,-0.0003335859918215801,-0.00021987008745540972,-0.00044763194825909016,-0.00032345739321560036,1.5006892335250597e-06,8.448727488244998e-05,-0.005872884019036423,-0.003503669852226611,-0.005870865908304676,-0.004039748926762833,0.0027087622098375553,0.0017842116364178836,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,0.0002453727551276999,0.0002963248037082039,0.00032913238070717026,0.0003978549011673613,1.3038841818855036e-05,0.00018571454885216954
12,-8.917920719106374e-06,-6.182063127272203e-06,-1.1838157352971836e-05,-8.81900776505863e-06,6.022947559995465e-08,1.8170484292273084e-06,0.0012933235903299911,0.0014864613865125263,0.0017308700566825356,0.0017833840751027934,7.736641021794732e-06,0.0006140513392157378,-0.00026401421298287995,-0.0001635123640223396,-0.00035435272285124983,-0.00024472880271945,1.4159029882982535e-06,7.511553424119008e-05,-0.006895351469488753,-0.004158912692496037,-0.006839425817823314,-0.004945097294619672,0.007784964486562506,0.002959114838098115,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,0.00018848408657220372,0.000219582068864086,0.0002530795680189308,0.0002937351643645299,6.7951206491070965e-06,0.00013184538142214513
13,-6.747608651426674e-06,-4.634064002334303e-06,-9.048871310952503e-06,-6.824372359799691e-06,0.0,1.29969621476049e-06,0.0008820179915884622,0.0009140522828972046,0.001181305837501889,0.0011107418020699466,2.6587043331796197e-06,0.00033614456712455996,-0.00020824536829672994,-0.00012244436005766,-0.00027932824266329996,-0.00018407171319534009,6.083709798208984e-07,5.862742775659003e-05,-0.007650193891481318,-0.005069801901972226,-0.0076600580676788824,-0.006143977247531322,0.0,0.0038664799073753328,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,0.00014631040403190055,0.0001597601651829942,0.00019638276249636,0.00021426400404971608,3.51253864294961e-06,9.153708511658747e-05
14,-5.355831620001153e-06,-3.282610784602174e-06,-7.1733073996216636e-06,-4.730419185197826e-06,0.0,8.222976094137818e-07,0.0005976919554540578,0.0005574180083177179,0.0008008632034394754,0.0006864061947021934,7.398030071377789e-07,0.00017842847970113746,-0.00016358203740984,-8.474050509045029e-05,-0.00021929725505320991,-0.00012819769086168007,1.1887709482248716e-07,4.2944198540808984e-05,-0.008960856125179745,-0.0058889571840512675,-0.008956969640775586,-0.006891574146195145,0.0,0.004608555824670515,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,0.0001124264065349965,0.00011437757453122771,0.0001508605422696961,0.00015244211832786782,1.6608614106118333e-06,6.188942786162904e-05
15,-3.901114549455173e-06,-2.357764445186904e-06,-5.2190177540367e-06,-3.262246304825862e-06,0.0,4.926771524190862e-07,0.0004038348625884667,0.0003342628931788911,0.0005411536704778622,0.00041783440947969333,3.6853182642132825e-07,8.87153709104084e-05,-0.00012457465790594995,-5.243836580694e-05,-0.00016712202534712004,-7.987747316967001e-05,4.3684262272623575e-07,2.8182462011072543e-05,-0.00966017278560384,-0.007053623041325959,-0.009644243472335836,-0.007807509938896994,0.0,0.005553458745234006,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,8.657177109118322e-05,8.178526620550242e-05,0.0001161917333506368,0.00010790711750877087,1.3985936578436954e-06,3.825284332530281e-05
16,-2.795252136087121e-06,-1.6019887762732761e-06,-3.7506791172879267e-06,-2.154163046279348e-06,0.0,3.4804365889895e-07,0.0002710102923458289,0.00019720518924028904,0.0003632161562207734,0.00025052757276316145,9.356837943570904e-08,4.0534833896194876e-05,-9.414183362466003e-05,-3.235420922439528e-05,-0.00012618278321626004,-4.883415500893997e-05,0.0,1.6066712563588475e-05,-0.010314191803904537,-0.008123461570381383,-0.01032630033948202,-0.008598506833081427,0.0,0.008586285558496439,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,6.603899781651911e-05,5.8104240188482755e-05,8.855227548444774e-05,7.62161648325684e-05,6.276757708882165e-07,2.3755112398628177e-05
17,-1.9874479553485797e-06,-1.0720477843118652e-06,-2.663871148970455e-06,-1.487366939901273e-06,0.0,2.7751265270357753e-08,0.00018007467834744696,0.0001153206174722671,0.00024135474962363554,0.000148650553146731,2.326451237597923e-08,1.7391520520434216e-05,-6.710192981674004e-05,-2.0602905365690015e-05,-8.993991233715004e-05,-2.9140810138167335e-05,0.0,4.482930754577471e-06,-0.011036798585939315,-0.00929623694192998,-0.011037160665470433,-0.010005794855220705,0.0,0.0015956779188887667,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,5.011047752552278e-05,3.9413018708390384e-05,6.717538217059925e-05,5.1638045851036776e-05,1.5606309340822412e-07,1.4334594696551393e-05
18,-1.3249287720195897e-06,-6.50568232675975e-07,-1.7758651343491666e-06,-8.604925230181143e-07,0.0,-8.106394646347436e-09,0.00011752453285486134,6.602365454998015e-05,0.00015752372862146732,8.611409654676957e-05,0.0,6.994472455992996e-06,-4.7202024240117536e-05,-9.709892862805864e-06,-6.326712113774132e-05,-1.2836458613700425e-05,0.0,-5.23503679930373e-07,-0.01127363572383504,-0.00985356289515135,-0.011273635723901674,-0.009992469961648738,,-0.0011589715589489132,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,3.6921117656719085e-05,2.644416806706142e-05,4.9487132404446526e-05,3.4800467861851e-05,0.0,8.281273409067627e-06
19,-8.885138204666366e-07,-3.821318355414043e-07,-1.1909173900260108e-06,-4.846547882713302e-07,0.0,0.0,7.545944278426152e-05,3.599961577030874e-05,0.00010114188500331264,4.7476215545547025e-05,0.0,2.279387113282123e-06,-3.1675833253659055e-05,-3.552636211728654e-06,-4.245662790653662e-05,-4.288219599503983e-06,0.0,-1.3913654069854424e-06,-0.011774720136840883,-0.010614886502665778,-0.011774720136835549,-0.010208370290306086,,0.0,True,True,True,True,False,False,decreasing,decreasing,decreasing,decreasing,no trend,no trend,2.644384287953193e-05,1.7638753806674866e-05,3.544394202875602e-05,2.3191795514366754e-05,0.0,3.978001049228953e-06
20,-5.831081998894079e-07,-2.0765566961132584e-07,-7.815676914859041e-07,-2.6005813192159483e-07,0.0,0.0,4.7470345651414044e-05,1.9107007769957754e-05,6.362676510439824e-05,2.5392732270824493e-05,0.0,6.384655540315165e-07,-2.0490742697458555e-05,-1.1534255871101503e-06,-2.7464718331726824e-05,-1.1257841481096924e-06,0.0,-1.2346409001609298e-06,-0.012283630799137404,-0.01086803711556689,-0.012283630799137983,-0.010241439524820022,,0.0,True,False,True,False,False,False,decreasing,no trend,decreasing,no trend,no trend,no trend,1.8503260538769882e-05,1.1508367161965713e-05,2.480080133839262e-05,1.5233734869327203e-05,0.0,1.8152707847146418e-06
